Sample_Name hydrogen_isotope_ratio
eNBFR01	-40.57378063
eNBFR02	-99.33775523
eNBFR03	-93.42820081
eNBFR04	-98.65544879
eONHI01	-107.4374743
eONHI02	-104.474026
eONHI03	-112.642335
eONHI04	-112.9789775
eONHI05	-109.2924245
eQCCM01	-124.8171196
eQCCM02	-143.3791568
eQCCM03	-121.5796147
eQCCM04	-114.8721615
eQCCM05	-120.8483811
eQCCM06	-108.8652882
eQCCM07	-124.0783777
eQCCM08	-122.7125103
eQCCM09	-102.9790245
eQCCM10	-122.4877832
eQCCM11	-58.81411998
eQCCM12	-109.5168055
eQCCM13	-116.5011085
eQCCM14	-114.6811011
eQCCM15	-123.2259115
eQCCM16	-122.3335155
eQCCM17	-95.62242589
wABCA01	-157.2636276
wABCA02	-159.2508538
wABCA03	-168.696132
wABCA04	-160.8027954
wABCA05	-161.7143792
wABCA06	-153.1939153
wABCA07	-168.4315213
wABCA08	-159.7985979
wABCA09	-79.23655333
wABCA10	-154.8834545
wABCA11	-162.4407355
wABCA12	-163.2649978
wABCA13	-159.1653841
wABCA14	-162.7743722
wABCA15	-154.0355488
wABCA16	-154.6449796
wABCA17	-148.6027188
wABCA18	-157.5713028
wABCA19	-149.6707721
wABCA20	-158.4291823
wABCA21	-152.6861655
wABCA24	-161.51218
wABCA25	-160.2750946
wAKDE01	-141.1277871
wAKDE02	-138.2435986
wAKDE03	-160.3667292
wAKDE04	-160.1312009
wAKDE05	-156.3283144
wAKDE06	-156.5294087
wAKDE07	-146.8038811
wAKDE08	-140.2269947
wAKDE09	-148.8588998
wAKDE10	-149.6426167
wAKDE12	-136.0907874
wAKDE13	-157.9866539
wAKDE14	-161.7013895
wAKDE15	-165.0841818
wAKDE16	-165.1957478
wAKDE17	-163.4933328
wAKDE18	-155.0942013
wAKDE19	-168.0964646
wAKDE20	-168.0895778
wAKDE21	-150.5668242
wAKDE22	-154.4757674
wAKDE23	-152.2898996
wAKDE24	-158.817201
wAKDE25	-81.79669666
wAKDE26	-161.7922952
wAKDE27	-168.4008608
wAKDE28	-163.9588799
wAKDE29	-157.7800502
wAKDE30	-164.1131441
wAKJU07	-115.0956442
wAKJU08	-126.0517032
wAKJU09	-107.8190084
wAKJU10	-117.0323736
wAKUG01	-129.6786257
wAKUG02	-114.834147
wAKUG03	-119.8080009
wAKUG04	-112.1080504
wAKUG05	-117.9752727
wAKUG06	-118.6381771
wAKUG07	-110.3594472
wAKUG08	-60.94449965
wAKUG09	-115.0185212
wAKUG10	-114.0037374
wAKUG11	-102.9074702
wAKUG12	-120.2543094
wAKUG13	-116.5894625
wAKUG14	-124.9338229
wAKUG15	-114.0997763
wAKUG16	-124.6304492
wAKUG17	-118.9382846
wAKUG18	-117.7358948
wAKUG19	-102.9501369
wAKUG20	-114.838532
wAKUG21	-56.9924738
wAKUG22	-102.5808332
wAKUG23	-112.7651273
wAKUG24	-109.4444942
wAKYA01	-107.1221856
wAKYA02	-99.61282757
wAKYA03	-109.7887514
wAKYA04	-105.3164687
wAKYA05	-103.7986197
wAKYA06	-119.875147
wAKYA07	-103.5823745
wAKYA08	-97.06058245
wAKYA09	-110.8534495
wAKYA10	-114.048921
wAKYA11	-113.4001852
wAKYA12	-111.3892419
wAKYA13	-111.7790343
wAKYA14	-103.757299
wAKYA15	-99.88278982
wAKYA16	-101.2381105
wAKYA17	-107.5426576
wAKYA18	-110.2566431
wAKYA19	-116.681836
wAKYA20	-98.81859783
wAKYA21	-117.0995245
wBCMH04	-151.3835977
wBCMH05	-156.2415408
wBCMH06	-154.0570504
wBCMH07	-144.5271076
